Spannung;Sekunde
244.33;914340
241.98;914345
227.7;914350
227.05;914355
234.02;914360
242.2;914365
220.94;914370
237.98;914375
234.84;914380
231.64;914385
238.57;914390
232.03;914395
227.12;914400
230.76;914405
216.89;914410
230.34;914415
238.02;914420
227.29;914425
231.07;914430
230.3;914435
238.07;914440
239.36;914445
239.19;914450
247.19;914455
235.21;914460
234.21;914465
226.27;914470
226.53;914475
236.85;914480
220.84;914485
228.47;914490
223.8;914495
232.64;914500
235.44;914505
231.16;914510
234.59;914515
222.42;914520
245.9;914525
222.69;914530
234.59;914535
232.39;914540
229.78;914545
249.31;914550
239;914555
233.87;914560
235.79;914565
245.93;914570
246.7;914575
223.8;914580
246.75;914585
231.33;914590
238.44;914595
233.49;914600
234.63;914605
238.21;914610
236.8;914615
233.92;914620
245.15;914625
222.28;914630
227.28;914635
225.01;914640
233.86;914645
228.86;914650
227.28;914655
238.78;914660
224.58;914665
232.1;914670
230.67;914675
231.42;914680
229.43;914685
235.51;914690
232.53;914695
249.39;914700
228.54;914705
243.3;914710
228.2;914715
232.3;914720
224.06;914725
239.46;914730
227.61;914735
233.43;914740
228.49;914745
232.03;914750
230.34;914755
223.56;914760
223.75;914765
224.49;914770
225.69;914775
244.65;914780
229.49;914785
240.96;914790
232.19;914795
235.38;914800
229.34;914805
227.42;914810
236.11;914815
238.71;914820
229.96;914825
236.17;914830
231.39;914835
235.77;914840
225.22;914845
222.11;914850
220.01;914855
233.65;914860
233.2;914865
231.88;914870
238.49;914875
229.84;914880
222.32;914885
228.53;914890
220.28;914895
233.53;914900
235.07;914905
236.59;914910
230.94;914915
234.31;914920
232.26;914925
221.02;914930
217.35;914935
243.95;914940
234.37;914945
235.28;914950
239.86;914955
232.56;914960
232.85;914965
225.11;914970
230.38;914975
242.86;914980
232.98;914985
232.62;914990
240.09;914995
232.07;915000
241.44;915005
245.09;915010
239.84;915015
224.44;915020
233.55;915025
241.09;915030
222.05;915035
223.31;915040
219.95;915045
248.29;915050
239.07;915055
237.96;915060
211.28;915065
217.55;915070
230.32;915075
219.8;915080
225.49;915085
223.68;915090
244.44;915095
234.18;915100
236.74;915105
246.77;915110
236.74;915115
245.89;915120
221.27;915125
219.66;915130
230.09;915135
220.81;915140
240.75;915145
217.34;915150
230.37;915155
226.28;915160
229.39;915165
226.7;915170
233.07;915175
223.38;915180
229.2;915185
225.72;915190
227.69;915195
224.83;915200
233.76;915205
224.86;915210
220.9;915215
222.01;915220
236.41;915225
232.34;915230
221.69;915235
235.58;915240
229.21;915245
221.53;915250
228.9;915255
241.93;915260
236.39;915265
222.66;915270
223.5;915275
233.18;915280
218.91;915285
232.96;915290
244.34;915295
221.33;915300
230.73;915305
227.65;915310
236.79;915315
233.72;915320
233.36;915325
216.35;915330
223.9;915335
243.23;915340
232.22;915345
228.35;915350
247.44;915355
237.17;915360
221.58;915365
222.4;915370
236.69;915375
236.07;915380
237.03;915385
225.75;915390
235.22;915395
233.22;915400
238.59;915405
230.65;915410
236.07;915415
225.99;915420
235.35;915425
217.41;915430
239.07;915435
227.39;915440
232.85;915445
234.9;915450
215.25;915455
246.61;915460
221.65;915465
238.4;915470
228.25;915475
223.91;915480
237.52;915485
220.11;915490
219.27;915495
228.62;915500
223.33;915505
242.79;915510
229.65;915515
246.43;915520
236.09;915525
222.76;915530
235.15;915535
227.13;915540
222.02;915545
235.51;915550
220.15;915555
224.53;915560
221.41;915565
236.61;915570
235.55;915575
233.12;915580
229.2;915585
223.59;915590
226.02;915595
234.03;915600
243.94;915605
231.16;915610
236.8;915615
218.85;915620
249.95;915625
240.08;915630
236.55;915635
226.12;915640
215.01;915645
233.78;915650
241.58;915655
231.63;915660
237.07;915665
240.73;915670
229.97;915675
232.91;915680
234.34;915685
235.55;915690
233.64;915695
231.49;915700
225.55;915705
235.89;915710
238.01;915715
230.79;915720
247.24;915725
219.58;915730
241.67;915735
233.42;915740
229.93;915745
245.98;915750
236.22;915755
237.9;915760
232.93;915765
230.21;915770
234.5;915775
237.08;915780
237.63;915785
226.85;915790
234.48;915795
225.77;915800
232.18;915805
219.71;915810
219.63;915815
246;915820
242.95;915825
221.87;915830
239.45;915835
239.69;915840
228.32;915845
243.21;915850
242.09;915855
228.56;915860
238.05;915865
230.97;915870
244.03;915875
230;915880
243.96;915885
226.4;915890
217.05;915895
239.84;915900
241.71;915905
234.25;915910
246.91;915915
234.59;915920
234.91;915925
219.15;915930
239.4;915935
228.98;915940
227.21;915945
234.27;915950
234.74;915955
249.17;915960
235.15;915965
234.37;915970
230.99;915975
220.05;915980
237.07;915985
235.95;915990
233.14;915995
234.34;916000
223.77;916005
240.62;916010
236.67;916015
235.59;916020
228.61;916025
233.94;916030
232.7;916035
233.38;916040
225.35;916045
243.47;916050
231.98;916055
238.85;916060
233.82;916065
234.11;916070
238.01;916075
240.2;916080
227.57;916085
240.69;916090
218.9;916095
233.21;916100
234.14;916105
230.88;916110
229.21;916115
238.81;916120
233.97;916125
236.14;916130
234.33;916135
226.82;916140
235.49;916145
227.55;916150
245.04;916155
240.34;916160
247.85;916165
226.39;916170
222.69;916175
232.53;916180
240.77;916185
251.67;916190
225.69;916195
227.44;916200
221.93;916205
234.41;916210
241.35;916215
231.45;916220
230.53;916225
228.46;916230
236.35;916235
233.4;916240
246.92;916245
223.08;916250
229.13;916255
243.39;916260
221.7;916265
221.78;916270
231.15;916275
216.77;916280
239.87;916285
245.2;916290
233.61;916295
231.41;916300
236.47;916305
234.78;916310
231.8;916315
235.03;916320
217.39;916325
230.64;916330
229.22;916335
248.26;916340
226.75;916345
240.11;916350
243.87;916355
247.57;916360
251.11;916365
236.15;916370
238.26;916375
225.24;916380
228.51;916385
236.87;916390
238.39;916395
241.16;916400
241.07;916405
224.79;916410
236.86;916415
234.88;916420
230.77;916425
225.77;916430
226.81;916435
242.07;916440
234.77;916445
232.22;916450
219.46;916455
243.97;916460
234.64;916465
222.2;916470
232.76;916475
228.64;916480
234.45;916485
232.5;916490
227.8;916495
232.24;916500
233.2;916505
223.75;916510
243.44;916515
235.64;916520
235.17;916525
216.79;916530
235.42;916535
229.28;916540
241.69;916545
232.49;916550
249.06;916555
218.94;916560
230.93;916565
238.02;916570
230.96;916575
227.95;916580
230.99;916585
229.74;916590
239.9;916595
239.37;916600
217.38;916605
218.99;916610
218.63;916615
235.29;916620
236.86;916625
238.8;916630
234.34;916635
240.46;916640
226.67;916645
239.31;916650
228.41;916655
223.69;916660
232.72;916665
232.03;916670
244.14;916675
237.43;916680
222.02;916685
223.95;916690
234.5;916695
225.61;916700
231.17;916705
214.56;916710
221.29;916715
231.87;916720
233.36;916725
227.27;916730
226.21;916735
245.61;916740
232.87;916745
233.4;916750
222;916755
223.35;916760
230.39;916765
232.12;916770
235.77;916775
234.89;916780
235.3;916785
236.3;916790
238.38;916795
236.2;916800
230.48;916805
227.05;916810
228.06;916815
240.51;916820
224.68;916825
224.74;916830
234.8;916835
244.34;916840
222.57;916845
224.91;916850
230.69;916855
236.91;916860
238.38;916865
224.48;916870
227.34;916875
239.41;916880
233.13;916885
228.47;916890
231.99;916895
231.78;916900
219.81;916905
233.63;916910
223.11;916915
238.73;916920
226.3;916925
228.94;916930
243.17;916935
223.13;916940
235.41;916945
228.97;916950
228.89;916955
229.79;916960
234.03;916965
239.5;916970
230.18;916975
226.27;916980
225.68;916985
234.35;916990
232.42;916995
231.87;917000
236.49;917005
229.79;917010
236.09;917015
219.87;917020
242.81;917025
224.77;917030
241;917035
235.88;917040
232.24;917045
231.33;917050
224.13;917055
216.48;917060
234.64;917065
227.78;917070
232.28;917075
218.93;917080
232.89;917085
239.03;917090
232.46;917095
227.41;917100
210.64;917105
234.63;917110
230.07;917115
245.74;917120
240.23;917125
220.9;917130
230.76;917135
218.39;917140
231.91;917145
234.09;917150
239.8;917155
241.99;917160
236.69;917165
240.36;917170
240.21;917175
228.23;917180
234.61;917185
235.53;917190
239.53;917195
227.67;917200
226.3;917205
235.24;917210
237.81;917215
236.62;917220
226.75;917225
221.1;917230
233.73;917235
229.62;917240
229.66;917245
244.9;917250
225.64;917255
247.83;917260
227.17;917265
231.09;917270
235.62;917275
235.11;917280
234.45;917285
223.85;917290
224.26;917295
228.38;917300
224.38;917305
231.1;917310
227.9;917315
242.16;917320
230.9;917325
236.67;917330
230.3;917335
222.31;917340
234.19;917345
211.63;917350
238.77;917355
230.4;917360
237.82;917365
235.41;917370
229.09;917375
226.62;917380
225.22;917385
234.44;917390
220.74;917395
227.35;917400
231.15;917405
230.56;917410
228.28;917415
236.17;917420
214.35;917425
216.52;917430
230.09;917435
233.5;917440
244.28;917445
227.58;917450
222.66;917455
228.94;917460
223.03;917465
228.62;917470
242.8;917475
242.23;917480
233.54;917485
229.53;917490
232.4;917495
229.57;917500
233.87;917505
233.15;917510
239.46;917515
240.65;917520
233.14;917525
226.94;917530
221.38;917535
241.98;917540
231.5;917545
244.92;917550
221.04;917555
226.44;917560
235.65;917565
243.96;917570
239.88;917575
243.26;917580
229.99;917585
240.15;917590
215.72;917595
222.34;917600
241.66;917605
230.55;917610
225.74;917615
222.23;917620
236.73;917625
224.56;917630
233.06;917635
234.13;917640
218.48;917645
231.32;917650
240.23;917655
236.64;917660
225.47;917665
223.26;917670
229.51;917675
231.88;917680
236.3;917685
241.52;917690
221.91;917695
230;917700
232.04;917705
232.84;917710
236.7;917715
237.24;917720
215.3;917725
231.53;917730
221.36;917735
226.64;917740
226.23;917745
232.89;917750
223.4;917755
229.09;917760
229.2;917765
232.82;917770
221.1;917775
217.74;917780
220.61;917785
240.43;917790
234.53;917795
234.23;917800
230.82;917805
229.28;917810
227.76;917815
236.95;917820
226.27;917825
220.89;917830
229.11;917835
229.78;917840
231.91;917845
236.23;917850
241.56;917855
242.91;917860
237.96;917865
223.5;917870
224.13;917875
233.63;917880
227.19;917885
230.93;917890
238.02;917895
225.33;917900
227.11;917905
224.53;917910
227.8;917915
236.2;917920
230.89;917925
234.21;917930
247.19;917935
232.74;917940
228.37;917945
223.94;917950
231.5;917955
227.77;917960
231.02;917965
228.2;917970
230.27;917975
224.47;917980
246.84;917985
239.43;917990
224.13;917995
220.54;918000
236.88;918005
231.95;918010
232.09;918015
229.64;918020
231.18;918025
249.32;918030
231.87;918035
226.37;918040
240.26;918045
241.59;918050
220.44;918055
231.27;918060
225.1;918065
235.27;918070
229.61;918075
234.13;918080
236.52;918085
223.79;918090
231.92;918095
226.16;918100
220.45;918105
224.06;918110
225.78;918115
226.01;918120
248.18;918125
231.54;918130
245.28;918135
242.09;918140
238.57;918145
247.39;918150
246.69;918155
230.32;918160
224.55;918165
224.33;918170
222.02;918175
231.61;918180
239.86;918185
226.54;918190
229.97;918195
233.91;918200
231.59;918205
232.38;918210
226.44;918215
231.51;918220
230.72;918225
238.59;918230
245.09;918235
230.36;918240
228.94;918245
236.07;918250
228.63;918255
230.63;918260
236.92;918265
230.65;918270
230.56;918275
228.34;918280
224.37;918285
236.38;918290
239.27;918295
230.11;918300
235.49;918305
230.82;918310
226.41;918315
229.76;918320
238.8;918325
237.47;918330
226.81;918335
225.41;918340
221.74;918345
228.86;918350
234.08;918355
236.15;918360
236.62;918365
218.61;918370
236.61;918375
228.21;918380
228.93;918385
232.08;918390
233.04;918395
236.66;918400
235.6;918405
233.88;918410
228.09;918415
245.42;918420
241.63;918425
235.81;918430
234.53;918435
232.49;918440
229.88;918445
225.37;918450
225.58;918455
226.1;918460
235.26;918465
230.61;918470
229.47;918475
224.66;918480
215.79;918485
241.12;918490
239.36;918495
223.53;918500
228.51;918505
223.09;918510
223.84;918515
231.63;918520
232.34;918525
226.86;918530
232.56;918535
235.47;918540
219.4;918545
236.85;918550
231.86;918555
242.12;918560
228.36;918565
232.2;918570
231.31;918575
233.15;918580
238.91;918585
238.02;918590
222.2;918595
227.4;918600
226.04;918605
239.7;918610
225.54;918615
238.99;918620
230.94;918625
224.06;918630
227.9;918635
244.06;918640
220.08;918645
213.38;918650
232.71;918655
244.16;918660
231;918665
228.14;918670
233.05;918675
229.49;918680
243.51;918685
226.3;918690
233.23;918695
239.18;918700
231.72;918705
236.58;918710
229.95;918715
225.86;918720
216.47;918725
230.68;918730
225.29;918735
227.3;918740
244.9;918745
215.49;918750
230.48;918755
222.14;918760
233.58;918765
247.66;918770
230.32;918775
225.34;918780
242.26;918785
229.57;918790
228.22;918795
232.69;918800
247.4;918805
239.81;918810
224.18;918815
218.57;918820
237.73;918825
235.8;918830
240.03;918835
213.04;918840
241.08;918845
226.45;918850
230.34;918855
243.73;918860
234.88;918865
227.54;918870
234.09;918875
247.22;918880
243.82;918885
228.1;918890
236.27;918895
221.14;918900
231.32;918905
228.25;918910
228.54;918915
233.9;918920
235.51;918925
230.35;918930
230.56;918935
237.6;918940
228.89;918945
226.52;918950
232.92;918955
247.55;918960
226.76;918965
230.19;918970
237.27;918975
229.91;918980
239.36;918985
230.8;918990
222.51;918995
229.07;919000
222.07;919005
222;919010
237.32;919015
220.15;919020
226.79;919025
228.58;919030
233.71;919035
229.76;919040
237.49;919045
229.77;919050
226.62;919055
239.47;919060
219.81;919065
221;919070
236.44;919075
229.18;919080
237.89;919085
240.72;919090
227.77;919095
223.52;919100
222.99;919105
227.89;919110
230.3;919115
236;919120
229.99;919125
239.29;919130
233.44;919135
213.82;919140
237.14;919145
238.91;919150
237.47;919155
231.75;919160
234.83;919165
224.78;919170
231.32;919175
237.86;919180
238.11;919185
243.84;919190
226.03;919195
228.17;919200
234.64;919205
226.37;919210
239.09;919215
249.13;919220
223.17;919225
229.91;919230
225.79;919235
221.86;919240
241.54;919245
232.49;919250
235.43;919255
240.13;919260
234.64;919265
230.33;919270
225.7;919275
225.32;919280
226.24;919285
234.8;919290
223.98;919295
221.67;919300
233.41;919305
232.47;919310
248.61;919315
226.21;919320
227.05;919325
228.75;919330
239.49;919335
224.44;919340
219.58;919345
239.75;919350
232.88;919355
221.53;919360
238.78;919365
224.09;919370
225.41;919375
229.69;919380
232.28;919385
237.69;919390
232.89;919395
217.55;919400
226.01;919405
232.6;919410
242.57;919415
226.2;919420
224.5;919425
229.08;919430
221.4;919435
236.2;919440
222.81;919445
222.41;919450
244.65;919455
233.88;919460
235.7;919465
220.42;919470
224.31;919475
223.93;919480
228.71;919485
227.01;919490
228.17;919495
228.26;919500
230.29;919505
239.56;919510
233.62;919515
239.73;919520
235.86;919525
233.64;919530
234.31;919535
226.34;919540
232.09;919545
243.86;919550
214.71;919555
233.23;919560
229.37;919565
239.4;919570
230.78;919575
234.88;919580
219.51;919585
229.33;919590
227.97;919595
231.86;919600
231.66;919605
227.23;919610
223.49;919615
240.82;919620
237.9;919625
240.84;919630
230.82;919635
242.22;919640
234.02;919645
235.29;919650
219.77;919655
235.39;919660
237.9;919665
227.14;919670
226.15;919675
224.83;919680
220.08;919685
233.28;919690
227.19;919695
232.64;919700
238.69;919705
234.58;919710
235.11;919715
225.08;919720
244.39;919725
236.38;919730
230.38;919735
227.83;919740
226.9;919745
238.12;919750
227.82;919755
227.69;919760
238.32;919765
230.37;919770
235.68;919775
224.35;919780
237.77;919785
238.79;919790
239.99;919795
228.35;919800
225.85;919805
227.81;919810
216.02;919815
226.25;919820
231.44;919825
227.6;919830
236.95;919835
229.27;919840
232.06;919845
247.95;919850
228.21;919855
219.97;919860
223.44;919865
227.01;919870
238.83;919875
231.15;919880
245.51;919885
217.81;919890
244.98;919895
239.41;919900
222.94;919905
227.95;919910
226.28;919915
234.26;919920
232.33;919925
243.21;919930
228.83;919935
237.43;919940
239.72;919945
227.66;919950
236.9;919955
220.48;919960
229.69;919965
228.49;919970
238.78;919975
232.54;919980
231.33;919985
233.61;919990
220.95;919995
229.85;920000
242.49;920005
224.84;920010
234.58;920015
233.95;920020
222.65;920025
231.82;920030
239.93;920035
239.26;920040
223.69;920045
227.72;920050
234.22;920055
225.13;920060
228.44;920065
221.35;920070
234.34;920075
229.54;920080
216.83;920085
232.27;920090
231.05;920095
235.69;920100
225.48;920105
235.1;920110
225.26;920115
223.99;920120
229.85;920125
230.68;920130
232.32;920135
234.77;920140
231.1;920145
234.25;920150
253.06;920155
229.89;920160
233.74;920165
231.78;920170
228.98;920175
234.59;920180
232.6;920185
231.91;920190
231.55;920195
233.22;920200
254.63;920205
220.81;920210
226.56;920215
225.64;920220
238.35;920225
230.13;920230
224.93;920235
224.32;920240
219.96;920245
233.27;920250
235.08;920255
235.29;920260
228.19;920265
239.64;920270
235.9;920275
231.56;920280
229.58;920285
242.99;920290
248.61;920295
235.19;920300
238.55;920305
237.39;920310
239.05;920315
226.03;920320
233.61;920325
232.57;920330
225.79;920335
246.39;920340
232.51;920345
223.39;920350
236.23;920355
243.02;920360
239.16;920365
224.43;920370
230.96;920375
228.3;920380
250.92;920385
231.62;920390
237.16;920395
216.87;920400
230.76;920405
232.78;920410
238.91;920415
231.68;920420
228.23;920425
234.76;920430
233.7;920435
233.7;920440
231.22;920445
224.83;920450
219.49;920455
232.76;920460
232.94;920465
235.48;920470
227.91;920475
247.34;920480
220.1;920485
230.4;920490
229.29;920495
233.45;920500
249.33;920505
231.3;920510
222.64;920515
232.34;920520
222.94;920525
240.74;920530
232.78;920535
230.42;920540
235.31;920545
239.23;920550
238.61;920555
238.05;920560
229.24;920565
243;920570
229.52;920575
237.48;920580
235.19;920585
235.34;920590
227.8;920595
232.74;920600
226.08;920605
237.7;920610
229.35;920615
220.73;920620
228.82;920625
234.27;920630
229.58;920635
234.08;920640
224.35;920645
227.36;920650
239.83;920655
231.98;920660
240.57;920665
227.22;920670
234.63;920675
225.18;920680
237.86;920685
235.13;920690
237.35;920695
239.03;920700
237.01;920705
237.2;920710
221.94;920715
229.14;920720
233.23;920725
227.24;920730
241.09;920735
235.01;920740
233.82;920745
221.74;920750
226.37;920755
225.8;920760
233.3;920765
238.3;920770
242.78;920775
231.56;920780
234.8;920785
219.91;920790
220.8;920795
229.8;920800
227.53;920805
228.03;920810
222.58;920815
234.82;920820
234.98;920825
227.86;920830
228.54;920835
231.24;920840
229.21;920845
219.45;920850
232.02;920855
242.22;920860
239.27;920865
229.69;920870
225.23;920875
235.76;920880
236.26;920885
238.54;920890
232.13;920895
234.96;920900
220.33;920905
235.64;920910
229.79;920915
225.26;920920
244.91;920925
221.65;920930
241.58;920935
235.38;920940
219.72;920945
234.53;920950
241.48;920955
232.89;920960
221.12;920965
231.77;920970
237.76;920975
225.75;920980
236.07;920985
220.9;920990
231.06;920995
238.01;921000
223.76;921005
237.74;921010
235.73;921015
229.16;921020
238.59;921025
229.95;921030
228.86;921035
230.97;921040
229.7;921045
225.3;921050
238.4;921055
221.97;921060
231.01;921065
230.19;921070
227.66;921075
228.09;921080
237.83;921085
240.86;921090
232.99;921095
214.68;921100
230.7;921105
226.48;921110
234.12;921115
231.31;921120
246.34;921125
220.76;921130
223.91;921135
237.23;921140
223.86;921145
227.35;921150
232.25;921155
241.9;921160
224.71;921165
228.37;921170
231.83;921175
235.12;921180
228.98;921185
234.02;921190
232.26;921195
236.13;921200
214.79;921205
238.1;921210
224.1;921215
229.13;921220
220.77;921225
221.23;921230
233;921235
231.63;921240
227.13;921245
225.03;921250
235.7;921255
238.12;921260
241.49;921265
224.61;921270
238.93;921275
237.35;921280
228.88;921285
224.66;921290
218.08;921295
227.05;921300
235.6;921305
227.91;921310
241;921315
229.98;921320
232.83;921325
237.61;921330
231.64;921335
229.88;921340
225.69;921345
231.66;921350
231.38;921355
249.56;921360
238.75;921365
231.71;921370
228.67;921375
227.57;921380
224.94;921385
231.06;921390
225.91;921395
235.17;921400
222.41;921405
229.74;921410
227.68;921415
237.37;921420
233.33;921425
229.04;921430
229.05;921435
232.53;921440
224.06;921445
234.19;921450
235.23;921455
225.64;921460
222.25;921465
239.13;921470
240.36;921475
239.19;921480
244.13;921485
233.02;921490
232.18;921495
238.57;921500
231.48;921505
228.65;921510
230.44;921515
229.84;921520
249.18;921525
219.57;921530
235.15;921535
252.43;921540
218.34;921545
221.18;921550
227.5;921555
230.2;921560
232.1;921565
234.54;921570
226.66;921575
235.93;921580
225.92;921585
231.05;921590
229.41;921595
226.94;921600
239.73;921605
239.4;921610
235.91;921615
221.16;921620
226.39;921625
232.6;921630
229.23;921635
226.17;921640
230.16;921645
245.5;921650
240.98;921655
237.41;921660
230.71;921665
237.73;921670
226.86;921675
229.18;921680
235.96;921685
237.14;921690
228.7;921695
223.04;921700
218.79;921705
225.77;921710
237.15;921715
244.58;921720
223.04;921725
230.42;921730
228.9;921735
225.71;921740
235.04;921745
224.04;921750
234.72;921755
223.2;921760
230.1;921765
232.38;921770
233.7;921775
233.49;921780
221.46;921785
237.07;921790
236.25;921795
223.17;921800
238.26;921805
232.51;921810
224.42;921815
231.47;921820
231.78;921825
239.1;921830
236.97;921835
237.82;921840
228.84;921845
234.77;921850
234.52;921855
241.26;921860
233.7;921865
222.33;921870
221.48;921875
224.85;921880
229.1;921885
220.92;921890
233.53;921895
238.34;921900
234.5;921905
233.45;921910
224.66;921915
231.84;921920
232.8;921925
235.69;921930
226.36;921935
236.53;921940
226.92;921945
235.08;921950
236.65;921955
232.92;921960
234.01;921965
229.89;921970
237.09;921975
218.56;921980
231.4;921985
239.61;921990
222.41;921995
229.14;922000
228.99;922005
218.58;922010
218.75;922015
240.89;922020
224.29;922025
240.96;922030
231.07;922035
215.56;922040
216.83;922045
230.01;922050
243.48;922055
222.86;922060
224.99;922065
227.02;922070
221.31;922075
225.69;922080
246.09;922085
223.58;922090
226.77;922095
238.33;922100
228.88;922105
230.49;922110
247.24;922115
238.63;922120
239.42;922125
220.71;922130
232.98;922135
230.29;922140
236.85;922145
235.12;922150
238.82;922155
234.12;922160
228.55;922165
238.25;922170
234.91;922175
242.87;922180
240.28;922185
241.88;922190
221.12;922195
233.94;922200
224.85;922205
233.91;922210
234.82;922215
226.85;922220
239.24;922225
236.98;922230
232.83;922235
245.07;922240
237.04;922245
234.51;922250
225.2;922255
225.95;922260
230.28;922265
247;922270
233.63;922275
229.04;922280
234.65;922285
230.81;922290
222.8;922295
223.76;922300
238.02;922305
226.69;922310
217.41;922315
241.66;922320
231.23;922325
224.17;922330
232.45;922335
223.09;922340
235.2;922345
229.05;922350
245.29;922355
227.83;922360
228.66;922365
225.49;922370
234.57;922375
243.43;922380
235.57;922385
237.89;922390
242.28;922395
226.56;922400
229.71;922405
229.4;922410
238.04;922415
222.99;922420
216.76;922425
231.53;922430
242.74;922435
224.73;922440
227.49;922445
228.24;922450
235.27;922455
244.86;922460
226.17;922465
231.98;922470
224.99;922475
232.75;922480
253.85;922485
236.81;922490
241.38;922495
225.26;922500
223.54;922505
226.1;922510
232.91;922515
226.59;922520
224.32;922525
239.48;922530
238.86;922535
243.09;922540
239.02;922545
244.15;922550
225.68;922555
230.66;922560
231.13;922565
219.92;922570
225.82;922575
229.32;922580
225.08;922585
232.85;922590
234.99;922595
231.18;922600
232.95;922605
219.11;922610
231.73;922615
234.6;922620
221.31;922625
231.1;922630
258.03;922635
232.15;922640
237.37;922645
238.14;922650
229.55;922655
234.02;922660
239.16;922665
221.46;922670
223.87;922675
235.62;922680
246.49;922685
229.05;922690
218.91;922695
232.36;922700
229.23;922705
228.3;922710
240.43;922715
232.52;922720
235.34;922725
230.25;922730
237.09;922735
232.96;922740
239.03;922745
240.44;922750
239.17;922755
235.23;922760
235.06;922765
231.69;922770
232.89;922775
229;922780
240.05;922785
224.67;922790
221.21;922795
238.53;922800
234.51;922805
226.48;922810
233.84;922815
239.07;922820
224.6;922825
235.98;922830
223.7;922835
239.53;922840
238.73;922845
243.13;922850
227.32;922855
223.1;922860
225.07;922865
239.43;922870
236.7;922875
221.92;922880
237.76;922885
246.58;922890
226.2;922895
228.05;922900
223.87;922905
227.33;922910
222.32;922915
227.9;922920
228.35;922925
215.17;922930
233.99;922935
219.66;922940
256.27;922945
228.27;922950
228.18;922955
229.07;922960
231.46;922965
237.31;922970
223.84;922975
227.65;922980
228.38;922985
239.78;922990
230.71;922995
223.95;923000
239.86;923005
233.42;923010
232.5;923015
229.08;923020
234.26;923025
219.68;923030
234.32;923035
231.8;923040
232.23;923045
218.56;923050
238.6;923055
243;923060
232.6;923065
237.87;923070
222.68;923075
229.93;923080
235.83;923085
241.92;923090
237.15;923095
245.57;923100
232.81;923105
232.86;923110
237.63;923115
238.81;923120
221.92;923125
228.25;923130
233.71;923135
227.85;923140
216.15;923145
228.23;923150
223.57;923155
223.8;923160
240.62;923165
229.08;923170
240.29;923175
234.67;923180
232.03;923185
229.08;923190
225.16;923195
233.35;923200
230.11;923205
234.61;923210
240.35;923215
239.47;923220
239.75;923225
236.62;923230
223.89;923235
231.51;923240
221.59;923245
224.48;923250
236.25;923255
229.8;923260
231.95;923265
227.05;923270
236.81;923275
232.93;923280
251.06;923285
243.45;923290
239.46;923295
234.09;923300
231.71;923305
232.83;923310
236.39;923315
230.97;923320
233.77;923325
231.62;923330
241.38;923335
217.79;923340
237.35;923345
227.17;923350
230.5;923355
237.64;923360
236.7;923365
232.63;923370
236.05;923375
228.85;923380
231.45;923385
230.17;923390
236.44;923395
233.08;923400
226.34;923405
229.16;923410
231.79;923415
244.11;923420
225.34;923425
239.06;923430
232.42;923435
243.14;923440
231.38;923445
232.31;923450
241.1;923455
241.81;923460
219.65;923465
234.28;923470
243.53;923475
231.88;923480
241.15;923485
237.77;923490
237.28;923495
224.22;923500
232.93;923505
232.83;923510
236.46;923515
234.79;923520
236.62;923525
230.57;923530
235.28;923535
228.23;923540
234.42;923545
238.75;923550
219.61;923555
241.92;923560
239.27;923565
228.39;923570
232.12;923575
219.13;923580
233.89;923585
240.08;923590
248.24;923595
236.58;923600
236.36;923605
242.23;923610
224.87;923615
232.81;923620
225.07;923625
240.39;923630
229.07;923635
223.49;923640
223.83;923645
243.22;923650
237.67;923655
240.44;923660
244.68;923665
240.68;923670
231.9;923675
215.89;923680
231.67;923685
241.05;923690
233.94;923695
241.62;923700
229.7;923705
224.64;923710
226.93;923715
227.19;923720
236.45;923725
231.31;923730
239.83;923735
223.15;923740
239.32;923745
234.47;923750
236.97;923755
234.44;923760
236.46;923765
229.73;923770
241.77;923775
218.17;923780
219.49;923785
225.94;923790
230.89;923795
240.41;923800
222.17;923805
238.5;923810
236.71;923815
233.33;923820
237.48;923825
236.43;923830
240.27;923835
233.4;923840
219.36;923845
245.17;923850
241.72;923855
227.55;923860
241.74;923865
233.2;923870
233.66;923875
228.28;923880
235.15;923885
236.95;923890
226.32;923895
226.63;923900
238.62;923905
231.23;923910
233.86;923915
240.38;923920
224.46;923925
233.48;923930
233.8;923935
221.92;923940
234.17;923945
226.46;923950
228.33;923955
230.85;923960
240.41;923965
222.43;923970
235.03;923975
224.87;923980
239.23;923985
242.19;923990
234.39;923995
232.61;924000
235.2;924005
220.97;924010
229.25;924015
239.67;924020
233.16;924025
235.24;924030
231.56;924035
219.05;924040
222.37;924045
231.32;924050
215.97;924055
238.55;924060
234.76;924065
227.17;924070
228.21;924075
245.09;924080
229.35;924085
240.66;924090
222.18;924095
228.59;924100
237.08;924105
229.62;924110
228.86;924115
241.2;924120
235.44;924125
237.11;924130
225.95;924135
232.89;924140
212.77;924145
232.89;924150
232.58;924155
236.56;924160
216.39;924165
219.42;924170
217.23;924175
231.7;924180
238.11;924185
217.7;924190
220.02;924195
223.68;924200
233.03;924205
235.13;924210
223.34;924215
219.39;924220
239.31;924225
232.51;924230
224.77;924235
233.86;924240
239.62;924245
234.75;924250
231.12;924255
237.88;924260
236.43;924265
227.69;924270
244.89;924275
232.19;924280
240.66;924285
236.02;924290
237.02;924295
233.32;924300
231.85;924305
237.78;924310
236.77;924315
214.75;924320
235.06;924325
226.3;924330
230.67;924335
229.03;924340
246.03;924345
236.3;924350
